title,url,date_posted,snippet,full_text,image_urls,url_source
"PCG Vessel, Brp Teresa Magbanua Completes 9-Day Patrol In Bajo De Masinloc",https://wpstransparency.ph/pcg-vessel-brp-teresa-magbanua-completes-9-day-patrol-in-bajo-de-masinloc/,"February 11, 2024","The 97-meter Philippine Coast Guard Vessel, BRP Teresa Magbanua, has successfully concluded her nine-day maritime patrol in the vicinity of Bajo De Masinloc. On February 1, 2024 the deployment of ...","The 97-meter Philippine Coast Guard Vessel, BRP Teresa Magbanua, has successfully concluded her nine-day maritime patrol in the vicinity of Bajo De Masinloc. On February 1, 2024 the deployment of the vessel was ordered by CG Admiral Ronnie Gil Gavan, Commandant of the Philippine Coast Guard, to ensure the safety of Filipino fishermen in the area and to safeguard them from further harassment.

The Philippines has sovereignty over Bajo De Masinloc and its territorial sea, and sovereign rights and jurisdiction over the surrounding waters falling within the Philippine Exclusive Economic Zone (EEZ) as measured from the Philippine archipelagic baselines, in accordance with the United Nations Convention on the Law of the Sea (UNCLOS) and the 2016 Arbitral Award.  The activities of the Filipino fisherfolk and of the PCG in the area are consistent with national laws and the Philippines’ position on the West Philippine Sea (WPS).

Throughout the patrol, the PCG vessel closely monitored and supported a total of 100 Filipino Fishermen in 14 Filipino Fishing Boats. The PCG crew distributed food packs and groceries to assist the fishermen in their activities in the vicinity of Bajo De Masinloc, a traditional fishing ground for Filipino fisherfolk. The Filipino fishermen expressed gratitude to the national government, emphasizing that the presence of the PCG vessel enhances their confidence to continue fishing in Bajo de Masinloc.

Over the course of the nine-day patrol, the PCG vessel monitored the presence of four Chinese Coast Guard (CCG) vessels with bow numbers 3105, 3302, 3063, and 3064. These CCG vessels shadowed the PCG vessel on more than 40 occasions, with the closest distance being 176 meters from its side. The CCG vessels performed dangerous and blocking maneuvers at sea against BRP Teresa Magbanua four times, with the CCG vessels crossing the bow of the PCG vessel twice, recklessly disregarding the “Convention on the International Regulations for Preventing Collisions at Sea”(COLREGS) once again. Additionally, the PCG vessel observed the presence of four Chinese Maritime Militia vessels.

Nevertheless, the PCG vessel professionally engaged both the CCG and CMM vessels through radio reiterating the clear and principled position of the Philippines in accordance with international law.

The Philippine Coast Guard assures the public that we will remain steadfast in our commitment to the President and the Filipino nation. The white hulls of the PCG will consistently ensure the safety and welfare of Filipino fishermen, supporting the vision of “Bagong Pilipinas” in achieving food security as a pivotal element in national development.",[],https://x.com/jaytaryela/status/1756526553520083343
National Security Adviser Eduardo Año Responds to Recent OCTA Research Survey Results,https://wpstransparency.ph/national-security-adviser-eduardo-ano-responds-to-recent-octa-research-survey-results/,"January 24, 2024","STATEMENT OF THENATIONAL SECURITY ADVISERSECRETARY EDUARDO M. AÑOON THE RECENT OCTA RESEARCH SURVEY RESULTSManila, Philippines | 24 January 2024 We welcome the findings of the Tugon ng Masa Fourth Quarter ...","STATEMENT OF THENATIONAL SECURITY ADVISERSECRETARY EDUARDO M. AÑOON THE RECENT OCTA RESEARCH SURVEY RESULTSManila, Philippines | 24 January 2024

We welcome the findings of the Tugon ng Masa Fourth Quarter survey conducted by OCTA Research, which sheds light on the sentiments of the Filipino people regarding the West Philippine Sea (WPS) issue.

The survey, conducted last month among 1,200 adult respondents, has revealed that a significant majority of 72% believe that the Marcos administration should assert the country’s territorial rights in the WPS through military action, specifically through expanded naval patrols and troop presence in the area.

Consistent with the views of the people, we are prioritizing the modernization of the armed forces and the coast guard with the acquisition of the latest state-of-the-art assets in order to achieve credible defense. We have also stepped up maritime and air patrols in the area as well as conducted maritime cooperation activities and exercises with the United States and with other countries in the future.

We acknowledge the importance of understanding the public sentiment and values the democratic process that allows the Filipino people to express their views on matters of national significance. We note that the WPS issue is of great concern to the public, as evidenced by the respondents’ strong preference for a robust approach to safeguarding the country’s territorial integrity.

It is essential to recognize the diversity of opinions reflected in the survey, with 70% of respondents expressing the belief that the issue should also be addressed through diplomacy and other peaceful methods. We emphasize the importance of considering a comprehensive national strategy that encompasses both military and diplomatic efforts to secure and protect the nation’s interests in the WPS.

We reiterate the commitment of the Marcos administration to prioritize the welfare and security of the Filipino people. The government will carefully evaluate the survey results, taking into account the multifaceted nature of the WS issue, to formulate policies that align with the collective aspirations of the nation.

We encourage continued engagement and discourse on matters related to national security, emphasizing the importance of unity in addressing challenges and securing a prosperous future for the Philippines.","['https://pbs.twimg.com/media/GEmLXRLaoAAxrDN?format=jpg&name=large', 'https://pbs.twimg.com/media/GEmLXRPboAAYD7V?format=jpg&name=large']",https://x.com/jaytaryela/status/1750083182555521329
Harassment of Filipino fishermen by the China Coast Guard in BDM,https://wpstransparency.ph/harassment-of-filipino-fishermen-by-the-china-coast-guard-in-bdm/,"January 21, 2024","Regarding the circulating videos depicting the harassment of Filipino fishermen by the China Coast Guard in BDM, the PCG have successfully identified the origin of the videos and have taken ...","Regarding the circulating videos depicting the harassment of Filipino fishermen by the China Coast Guard in BDM, the PCG have successfully identified the origin of the videos and have taken steps to gather sworn statements from the individuals involved.

Mr. Jack Tabat from Zambales, has admitted that the video came from their boat, FB Legendary Jo. According to his statement, on 12 January 2024, Filipino fishermen who were collecting sea shells near the South entrance of BDM experienced harassment from the China Coast Guard. The fishermen were instructed to return the shells they had gathered to the sea and were subsequently driven away.

Mr. Tabat reported that there were five Chinese Coast Guard personnel on board a rubber boat who approached the Filipino fishermen. Four of them disembarked and chased after the fishermen. He also documented one Chinese Coast Guard personnel grabbing the fishing boat and preventing it from departing unless the fishermen threw back their gathered sea shells into the sea.

Currently, the PCG is awaiting the arrival of the fishing vessel, which was subjected to the China Coast Guard’s harassment. The PCG intend to gather testimonies from these fishermen as well.",[],https://x.com/jaytaryela/status/1749012233231925539
China Expresses Concerns Over Philippines-U.S. Joint Maritime Activities in West Philippine Sea,https://wpstransparency.ph/china-expresses-concerns-over-philippines-u-s-joint-maritime-activities-in-west-philippine-sea/,"January 5, 2024","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines05 January 2024 We have taken note of the recent statements from the Chinese Foreign Ministry expressing concerns about the joint ...","Statement of the National Security AdviserSecretary Eduardo M. AñoManila, Philippines05 January 2024

We have taken note of the recent statements from the Chinese Foreign Ministry expressing concerns about the joint maritime cooperative activities conducted by the Philippines and the United States in the West Philippine Sea. The Chinese spokesman referred to these activities as “provocative military activities” and deemed them as “irresponsible.”

We wish to clarify that the joint maritime activities between the Philippines and the United States were clearly conducted within our exclusive economic zone (EEZ) and are consistent with international law, particularly the United Nations Convention on the Law of the Sea (UNCLOS), so how can they be deemed provocative?

The Philippines is merely exercising its sovereign right to engage in such activities within its territory and these exercises are aimed at enhancing our maritime capabilities and interoperability with the US which is a treaty partner to ensure the security and stability of the region. The joint patrol emphasizes our ability to work seamlessly together to ensure the readiness of our joint forces to address evolving security challenges.

Our joint patrols with the United States and potential future activities with other allied countries shows our mutual commitment to a rules-based international order and for promoting peace and stability of the region.

It also demonstrates the significant improvement in the Philippine’s defense capabilities and the development of a world-class navy and armed forces capable of carrying out its mandate to defend the territorial integrity of the Philippines and our maritime rights in the West Philippine Sea.

The Philippines remains open to diplomatic discussions with China and reaffirms its commitment to fostering good relations with all nations. We believe that through peaceful dialogue and adherence to international law, we can achieve a resolution that serves the best interests of all parties involved in the region.",['https://wpstransparency.ph/wp-content/uploads/2024/11/1-1-763x1024.png'],https://x.com/jaytaryela/status/1743243288151249223
Philippine Coast Guard Faces Aggressive Harassment from China During Resupply Mission at Ayungin Shoal,https://wpstransparency.ph/philippine-coast-guard-faces-aggressive-harassment-from-china-during-resupply-mission-at-ayungin-shoal/,"December 10, 2023","On 10 December 2023, the Philippine Coast Guard (PCG) faced aggressive actions from the China Coast Guard (CCG) and Chinese Maritime Militia (CMM) during a routine resupply mission to the ...","On 10 December 2023, the Philippine Coast Guard (PCG) faced aggressive actions from the China Coast Guard (CCG) and Chinese Maritime Militia (CMM) during a routine resupply mission to the BRP Sierra Madre at Ayungin Shoal. The CCG deployed water cannons against Philippine supply vessels, resulting in significant damage to M/L Kalayaan’s engines and endangering the crew’s safety. The PCG’s BRP Sindangan successfully towed the damaged vessel back to Ulugan Bay, while BRP Cabra also sustained damage from the water cannon. The CCG also attempted to ram the civilian supply boat Unaizah Mae 1 (UM1), contradicting their claims that UM1 had collided with a CCG vessel.

Commodore Jay Tarriela of the PCG condemned the CCG’s actions and confirmed that despite the harassment, UM1 successfully delivered supplies to the BRP Sierra Madre. The National Task Force for the West Philippine Sea (NTF-WPS) reiterated that Ayungin Shoal is within the Philippines’ exclusive economic zone (EEZ) and cannot be claimed by China under international law and the 2016 Arbitral Award.",[],
"Philippine Coast Guard Expresses Gratitude for Support, Prepares for Christmas Caravan in the West Philippine Sea",https://wpstransparency.ph/philippine-coast-guard-expresses-gratitude-for-support-prepares-for-christmas-caravan-in-the-west-philippine-sea/,"December 1, 2023","The Philippine Coast Guard (PCG) has expressed deep appreciation for the generous support from civil society, as donations of essential supplies such as clothing, medicine, and goods continue to be ...","The Philippine Coast Guard (PCG) has expressed deep appreciation for the generous support from civil society, as donations of essential supplies such as clothing, medicine, and goods continue to be sent for personnel stationed in the West Philippine Sea (WPS). PCG Commandant, CG Admiral Ronnie Gil L Gavan, expressed his appreciation to non-profit organizations, private donors, and the PCG Auxiliary for their generosity, assuring that the supplies will reach the troops in time for Christmas.The PCG is also preparing for the upcoming “Atin Ito Coalition” Christmas caravan, scheduled for December 10, 2023. Over the course of three days, 40 boats will deliver gifts to troops and residents on Pag-asa Island and waters surrounding Patag Island and Lawak Island. Admiral Gavan highlighted the security preparations underway to ensure the safety of all participants and to maintain maritime safety during the event.He also urged the public to keep Coast Guard personnel in their thoughts and prayers as they continue to navigate difficult conditions while protecting the country’s territorial waters.",[],
Coast Guard’s Successful Rescue Operation in the West Philippine Sea,https://wpstransparency.ph/coast-guards-successful-rescue-operation-in-the-west-philippine-sea/,"October 27, 2023","On October 26, 2023, the Coast Guard District Palawan initiated a rescue operation in the West Philippine Sea following reports of two missing fishermen.The fishing vessel FB Lantis Andrei was ...","On October 26, 2023, the Coast Guard District Palawan initiated a rescue operation in the West Philippine Sea following reports of two missing fishermen.The fishing vessel FB Lantis Andrei was fishing near First Thomas Shoal at approximately 10:00 AM on October 25.

This vessel was accompanied by a small yellow boat carrying two additional fishermen. However, by 12:20 PM that same day, the captain of FB Lantis Andrei, noted that the small boat had disappeared.

Upon receiving the information from Naval Forces West, the Coast Guard District Palawan promptly dispatched the BRP Sindangan (MRRV 4407) to conduct a search and rescue operation. On the morning of October 27, 2023, the two fishermen were successfully located and rescued, receiving essential medical assistance, food, and water.

This incident underscores the inherent risks associated with fishing in open waters, particularly in the West Philippine Sea, which can be unpredictable and hazardous. It also highlights the role of the Philippine Coast Guard in ensuring maritime safety and effectively responding to emergencies.As fishing communities continue their operations in these waters, heightened awareness and preparedness are necessary to prevent similar incidents in the future. The Coast Guard’s swift response not only saved lives but also reinforced the importance of maritime security in the region.",[],
Maritime Tensions Escalate as Chinese Vessels Collide with Philippine Boats,https://wpstransparency.ph/maritime-tensions-escalate-as-chinese-vessels-collide-with-philippine-boats/,"October 22, 2023","October 22, 2023 – The typical Rotation and Resupply (RORE) mission to the BRP Sierra Madre (LS57) resulted in two major encounters involving Chinese naval vessels, which escalated tensions in ...","October 22, 2023 – The typical Rotation and Resupply (RORE) mission to the BRP Sierra Madre (LS57) resulted in two major encounters involving Chinese naval vessels, which escalated tensions in the West Philippine Sea early this morning.

Unaiza May 2 (UM2), a Philippine-contracted resupply boat, and China Coast Guard vessel 5203 (CCGV 5203) collided at 0604H, 13.5 nautical miles east-northeast of LS57. The reckless behavior of the Chinese vessel placed the UM2 crew’s safety in jeopardy, according to Philippine authorities, emphasizing the growing threats that Filipino maritime activities in the area have to experience.While settling about 6.4 nautical miles northeast of Ayungin Shoal, the Philippine Coast Guard vessel MRRV 4409 encountered trouble in another incident during the same resupply operation. This time, the collision involved a Chinese Maritime Militia vessel, 00003 (CMMV 00003).

The RORE mission proceeded effectively regardless of these provocative activities, when the replenishment vessel Unaiza May 1 (UM1) arrived at BRP Sierra Madre to provide necessities to the Filipino troops posted there.Chinese vessels’ measures have been criticized by the National Task Force for the West Philippine Sea (NTF-WPS), which has called them “irresponsible and illegal.” The task force emphasized that the behaviors infringe Philippine sovereignty and bypass international maritime laws, particularly the 2016 Arbitral Award and the United Nations Convention on the Law of the Sea (UNCLOS).Observation measures are currently in progress, and officials have been advised on the matter. The Philippine government is steadfast in its resolve to defend its rights in the afflicted waters. Since these occurrences have the potential to worsen regional connections, the international community continues to maintain careful watch on the situation.

The impact of these instances on the currently complicated situation in the West Philippine Sea will be meticulously tracked by both domestic and foreign investigators as tensions simmer in the area.",[],
Philippine Resupply Mission Interrupted as Chinese Vessels Engage in Dangerous Collisions Near Ayungin Shoal,https://wpstransparency.ph/philippine-resupply-mission-interrupted-as-chinese-vessels-engage-in-dangerous-collisions-near-ayungin-shoal/,"October 22, 2023","22 October, 2023  In a serious escalation of tensions in the West Philippine Sea, Chinese vessels dangerously obstructed a Rotation and Resupply (RORE) mission to the BRP SIERRA MADRE (LS57) ...","22 October, 2023  In a serious escalation of tensions in the West Philippine Sea, Chinese vessels dangerously obstructed a Rotation and Resupply (RORE) mission to the BRP SIERRA MADRE (LS57) stationed at Ayungin Shoal, leading to two collisions early this morning.

About 0604H, China Coast Guard vessel 5203 (CCGV 5203) performed dangerous blocking maneuvers, resulting in a collision with the Armed Forces of the Philippines (AFP)-contracted resupply boat Unaiza May 2 (UM2) approximately 13.5 nautical miles east-northeast of Ayungin Shoal.

During the same RORE mission, a Chinese Maritime Militia vessel 00003 (CMMV 00003) bumped into Philippine Coast Guard (PCG) vessel MRRV 4409 approximately 6.4NM northeast of Ayungin Shoal.

Despite these interruptions, the RORE mission continues. The AFP’s contracted boat, Unaiza May 1 (UM1), successfully reached BRP Sierra Madre to deliver essential supplies to troops stationed on the grounded vessel.

The National Task Force for the West Philippine Sea (NTF-WPS) condemned the latest actions of the China Coast Guard and Chinese Maritime Militia, labeling them as “provocative, irresponsible, and illegal.” In a strongly worded statement, the task force emphasized that these actions violate Philippine sovereignty, sovereign rights, and international law, including the United Nations Convention on the Law of the Sea (UNCLOS) and the 2016 Arbitral Award.

NTF-WPS further denounces the deliberate disregard for international maritime conventions, including Convention on the International Regulations for Preventing Collisions at Sea (COLREGS), which implement international regulations for preventing collisions at sea.

This incident is the latest in a series of confrontations in the disputed waters, as China continues its aggressive moves to grasp control over the contested region, disregarding international rulings and judgments that recognize the Philippines’ sovereignty over the area.",[],
PCG Confirms Extensive Damage in Areas Frequented By Chinese Militia,https://wpstransparency.ph/pcg-confirms-extensive-damage-in-areas-frequented-by-chinese-militia/,"September 10, 2023","On 18 September 2023, Monday the Philippine Coast Guard said and supported the report from Armed Forces of the Philippines (AFP) Western Command (WESCOM) that their surveys have revealed “extensive” ...","On 18 September 2023, Monday the Philippine Coast Guard said and supported the report from Armed Forces of the Philippines (AFP) Western Command (WESCOM) that their surveys have revealed “extensive” damage to the seabed in Rozul Reef and Escoda Shoal areas where Chinese Maritime Militia frequently do illegal activities that damages the marine environment and coral reefs of the said areas.

The PCG monitored approximately Thirty-three (33) CMM vessels in the vicinity of Rozul Reef and Fifteen (15) in Escoda Shoal from August 09 to September 11, 2023. The BRP SINDANGAN (MRRV 4407) and BRP CABRA (MRRV 4409) were carried out in the same period and verified the presence of these Chinese maritime militias in the said West Philippine Sea features.

In the said WPS features, the PCG conducted an extensive underwater survey in Rozul Reef and Escoda Shoal. Upon surveying the areas the discoloration of the seabed indicates a deliberate modifying of its natural topography and its underwater terrain. The presence of crushed corals strongly suggests a potential act of dumping, possibly involving the same dead corals that were previously processed and cleaned before being returned to the seabed.

Commodore Jay Tarriela, PCG spokesperson for West Philippine Sea matters, said that the underwater surveys of the seabed in Rozul Reef and Escoda Shoal that the maritime ecosystem there “appeared lifeless, with minimal to no signs of life.” he added “The continued swarming for indiscriminate illegal and destructive fishing activities of the Chinese maritime militia in Rozul Reef and Escoda Shoal may have directly caused the degradation and destruction of the marine environment in the WPS features.”

The PCG emphasizes the importance of protecting and preserving our marine environment, which plays a crucial role in sustaining marine life and supporting local communities.",[],
Philippine Coast Guard Successfully Completes Resupply Mission Amid Aggressive Harassment from Chinese Forces,https://wpstransparency.ph/philippine-coast-guard-successfully-completes-resupply-mission-amid-aggressive-harassment-from-chinese-forces/,"September 8, 2023",The Philippine Coast Guard (PCG) successfully completed a resupply mission for the troops stationed aboard the BRP Sierra Madre at Ayungin Shoal on 8 September 2023. This operation was supported ...,"The Philippine Coast Guard (PCG) successfully completed a resupply mission for the troops stationed aboard the BRP Sierra Madre at Ayungin Shoal on 8 September 2023. This operation was supported by the Armed Forces of the Philippines (AFP) and marked the third resupply mission in five weeks.Despite facing harassment and dangerous maneuvers from four vessels of the Chinese Coast Guard (CCG) and four Chinese Maritime Militia (CMM) vessels during the mission, the PCG successfully delivered much-needed supplies to the troops. Commodore Jay Tarriela highlighted that the PCG’s two 44-meter vessels, BRP Cabra and BRP Sindangan, provided essential escort support throughout the operation.The National Task Force for the West Philippine Sea (NTF-WPS) condemned the illegal activities of the CCG and CMM, reaffirming the legitimacy of the Philippine government’s operations in its Exclusive Economic Zone (EEZ) under international law. Armed Forces spokesperson Col. Medel Aguilar emphasized the mission’s success as a demonstration of the Philippines’ resolve to assert its sovereignty and support its military personnel.",[],
Call for Unity,https://wpstransparency.ph/call-for-unity/,"August 10, 2023","The statement from CG Commodore Jay Tarriela, the Philippine Coast Guard (PCG) Spokesperson for the West Philippine Sea (WPS), emphasizes unity among Filipinos amid heightened tensions following a recent incident ...","The statement from CG Commodore Jay Tarriela, the Philippine Coast Guard (PCG) Spokesperson for the West Philippine Sea (WPS), emphasizes unity among Filipinos amid heightened tensions following a recent incident at Ayungin Shoal. On August 5, 2023, China Coast Guard (CCG) vessels engaged in aggressive behavior by executing dangerous maneuvers and using water cannons against PCG vessels, which were escorting indigenous boats commissioned by the Armed Forces of the Philippines (AFP).

Commodore Tarriela highlighted the importance of national loyalty in light of these developments, urging Filipinos to stand together in defending the country’s interests. While acknowledging the significance of free speech, he cautioned against its misuse to justify actions that may harm national unity. He concluded by reiterating that the resources of the West Philippine Sea are intended for the Filipino people:

“”Dahil sa West Philippine Sea, ang yaman nito ay para sa Pilipino!””

The appeal for unity aligns with ongoing efforts by the Philippines to peacefully manage territorial disputes in the area, balancing diplomacy with proactive defense measures.1

The Malapascua was on a maritime patrol, accompanied by the BRP Malabrigo, when they were reportedly shadowed by Chinese navy and coast guard vessels, which ordered them to leave the area several times. This incident mirrors a similar confrontation in June when CCG vessels executed dangerous maneuvers against PCG ships in the same region. The Philippine government has consistently raised diplomatic protests against China’s alleged harassment of Filipino fishermen and incursions within the WPS, citing the threat these actions pose to Philippine sovereignty and maritime safety.

At the core of the dispute is China’s assertion of sovereignty over large parts of the South China Sea, marked by the so- called nine-dash line. This claim overlaps with the Philippines’ exclusive economic zone (EEZ) and other countries’ maritime zones. In 2016, the Permanent Court of Arbitration in The Hague ruled that China’s nine-dash line claim has no legal basis and upheld the rights of Filipino fishermen to operate in the disputed waters. However, China has rejected this ruling and continues to assert control in the area through guard and maritime militia operations.

The Philippine government has sought diplomatic and multilateral support, underscoring the importance of freedom of navigation and rule of law in the South China Sea. However, the persistent confrontations indicate ongoing challenges in enforcing the 2016 arbitral ruling and managing the complex geopolitical tensions in the region.",[],
PCG Aircrafts Conducts Maritime Domain Awareness Flight in WPS,https://wpstransparency.ph/pcg-aircrafts-conducts-maritime-domain-awareness-flight-in-wps/,"June 23, 2023","The Philippine Coast Guard successfully completed the patrol flight in the West Philippine Sea, using Cessna Caravan 2801, on 6 June 2023. The deployment of Cessna Caravan 2801 plays a ...","The Philippine Coast Guard successfully completed the patrol flight in the West Philippine Sea, using Cessna Caravan 2801, on 6 June 2023. The deployment of Cessna Caravan 2801 plays a significant step toward strengthening maritime security. Also, to highlights PCG’s commitment to safeguard the nation’s waters and safety of maritime navigation.

The Maritime Domain Awareness (DMA) flight aimed to verify the status of two navigational buoys at Balagtas and Julian Felipe Reefs. The buoys were been reported removed, after thorough inspection, the PCG confirmed that both buoys remain in their designated positions, providing essential safe navigational aid for vessels operating in the area, particularly in determining maritime boundaries and outlining shipping routes.

The successful operation by the PCG highlights its commitment to protect the Philippine’s territorial sovereignty and maritime rights, especially in the West Philippine Sea. PCG Commandant, CG Admiral Artemio Abu, assured the public of the PCG’s ongoing efforts to monitor the area. The deployment of the Cessna Caravan 2081 enhances the PCG’s monitoring capabilities, allowing for effective responses to potential threats and ensuring the safety of vessels.

The confirmation of the navigational buoys’ status assures maritime operators and emphasizes the dedication to safeguarding its maritime territory amidstincreasing challenges. These proactive measures are essential for maintaining navigational safety and national sovereignty.",[],
PCG Recovers Rocket in Bataan,https://wpstransparency.ph/pcg-recovers-rocket-in-bataan/,"June 9, 2023","On June 5, 2023, a local fisherman, Mr. Alvin Menez y Gerance, made a startling discovery approximately 10 miles off Napot Point, Barangay Nagbalayong. While at sea, Menez encountered a ...","On June 5, 2023, a local fisherman, Mr. Alvin Menez y Gerance, made a startling discovery approximately 10 miles off Napot Point, Barangay Nagbalayong. While at sea, Menez encountered a large metal object floating in the open water. Recognizing its potential significance, he towed the debris back to shore using his motorized fishing banca.

Menez arrived at the shoreline at Sitio Samuyao, Barangay Mabayo in Morong at around 5 PM, where he promptly reported the find to the authorities. The Philippine Coast Guard (PCG) Station Bataan is currently in possession of the recovered metal object, which is believed to be rocket debris.

The PCG has initiated an investigation into the origins and nature of the debris. This incident underscores the importance of vigilant observation among local fishermen, who often serve as the first responders in maritime discoveries. The investigation will determine the proper disposition of the recovered object, as well as assess any potential safety implications for the surrounding maritime area.

As the investigation progresses, officials urge fishermen and nearby residents to report any unusual objects or incidents in the water, emphasizing the need for ongoing cooperation between the community and maritime authorities to ensure safety and environmental protection.",[],
The Philippine Coast Guard Enhances Maritime Safety with New Navigational Buoys in the West Philippine Sea,https://wpstransparency.ph/the-philippine-coast-guard-enhances-maritime-safety-with-new-navigational-buoys-in-the-west-philippine-sea/,"May 18, 2023","On May 18, 2022, the Philippine Coast Guard (PCG) marked a significant achievement by installing five 30-foot navigational buoys featuring the Philippine flag in the West Philippine Sea (WPS). These ...","On May 18, 2022, the Philippine Coast Guard (PCG) marked a significant achievement by installing five 30-foot navigational buoys featuring the Philippine flag in the West Philippine Sea (WPS). These buoys were positioned around four critical islands: Lawak Island, Likas Island, Parola Island, and Pag-asa Island. The installation ceremony was led by PCG Commandant, Admiral Artemio M. Abu, emphasized the importance of these navigational markers, describing them as “symbols of coastal state administration” that will aid maritime navigation and enhance safety for sailors navigating the often-treacherous WPS waters. The buoys were installed by a fleet of five Coast Guard vessels—the BRP Corregidor (AE-891), BRP Bojeador (AE-46), BRP Suluan (MRRV-4406), BRP Capones (MRRV-4404), and Tug Boat Habagat (TB- 271)—during operations conducted from 12 to 14 May 2022.

This initiative is a reflection of the PCG’s broader mandate, which encompasses various functions, including maritime safety, law enforcement, and environmental protection. The newly installed buoys serve as vital navigational aids, providing guidance for sailors traversing these treacherous waters, especially at night when the buoys emit flashing lights. This enhancement of navigational safety aligns with the PCG’s role in preventing maritime accidents and ensuring the safety of life at sea.

According to Admiral Abu, these buoys also signify the establishment of special protected zones where resource-extractive activities like mining and oil exploration are prohibited, aimed at preserving the WPS’s rich natural resources. This aspect of the installation underscores the PCG’s commitment to environmental protection as part of its mandate.The successful deployment of the buoys was facilitated by a collaborative effort involving various PCG units, including notable vessels such as BRP Corregidor, BRP Bojeador, and others. This demonstrates the PCG’s capability to coordinate complex operations across multiple units, a critical function in maintaining sovereignty and presence in the region. During his assessment visit to Pag-asa Island, Admiral Abu noted the peaceful coexistence of Filipino fishing bancas alongside foreign vessels, including those from Vietnam and China. He highlighted how respect was maintained during this operation, reinforcing the PCG’s role in enforcing maritime laws and upholding the Philippines’ territorial rights.

Looking to the future, Admiral Abu announced plans for the installation of additional navigational buoys in other parts of the country’s exclusive economic zone (EEZ), particularly in WPS and Benham Rise. This initiative is part of a broader strategy to enhance maritime safety and solidify the PCG’s presence in critical areas. The installation of these navigational buoys not only emphasizes the PCG’s vital functions in maritime safety and environmental protection but also symbolizes national pride and sovereignty in the ever-evolving maritime landscape of the West Philippine Sea.",[],
Philippine Coast Guard Marks Sovereignty with   Navigational Buoys Installation,https://wpstransparency.ph/philippine-coast-guard-marks-sovereignty-with-navigational-buoys-installation/,"May 13, 2023","In a significant demonstration of maritime sovereignty, the Philippine Coast Guard (PCG) installed navigational buoys marked with the Philippine flag from May 10 to 12, 2023. Key vessels involved included ...","In a significant demonstration of maritime sovereignty, the Philippine Coast Guard (PCG) installed navigational buoys marked with the Philippine flag from May 10 to 12, 2023. Key vessels involved included the BRP Teresa Magbanua (MRRV-9701), BRP Malapascua (MRRV-4403), BRP Malabrigo (MRRV-4402), BRP Lapu-Lapu (MMOV5001), and BRP Corregidor (AE-891). These buoys were strategically placed at crucial locations such as Patag Island, Balagtas Reef, Kota Island, Panata Island, and Julian Felife Reef.

Coast Guard Admiral Abu commended the personnel for their dedication and bravery, emphasizing the importance of marking territorial claims amidst the complexities of maritime boundaries. Secretary Año expressed deep gratitude for the PCG’s efforts, noting that the installation of these buoys signifies the Philippines’ sovereign rights and jurisdiction over its Exclusive Economic Zone (EEZ).

This initiative included the installation of ten buoys by May 15, 2023, with plans for six more by the end of the year. It aims not only to enhance maritime safety but also to assert Philippine claims under international law, particularly the United Nations Convention on the Law of the Sea (UNCLOS). Local communities have voiced strong support for the initiative, recognizing its significance for national security and the sustainable management of marine resources.

The Philippine government remains committed to protecting its maritime rights while fostering cooperation with neighboring nations to ensure peace and stability in the West Philippine Sea. This mission marks a crucial step in asserting territorial claims and reflects the broader strategy to secure national interests in a complex geopolitical landscape.",[],
PCG Conducts Maritime Patrol In The West Philppine Sea,https://wpstransparency.ph/pcg-conducts-maritime-patrol-in-the-west-philppine-sea/,"March 30, 2023",The Philippine Coast Guard confirmed the presence of at least 20 unidentified Chinese and Vietnamese vessels at Sabina Shoal during the conduct of Maritime Patrol mission on 16-21 March 2023. ...,"The Philippine Coast Guard confirmed the presence of at least 20 unidentified Chinese and Vietnamese vessels at Sabina Shoal during the conduct of Maritime Patrol mission on 16-21 March 2023.

The PCG issued multiple radio challenges when they encountered at least two CCGVs with bow numbers 5304 and 5305 near the shoal yet, the concerned vessels did not respond prompting the PCG to deploy Rigid-hull Inflatable Boats (RHIBs) to disperse the foreign flagged vessels in the shoal.

In a statement made by the PCG, there were sightings of several foreign- flagged vessels in the Kalayaan Island group including China Coast Guard Vessels and a People’s Liberation Army-Navy (PLAN) Type 056A Jiangdao II Class Missile Corvette.

BRP Malapascua had an encounter with PLAN vessel with bow number 649 within Pag-asa’s twelve nautical mile (12 NM) territorial waters and responded with a counter radio challenge to the PCG.

The PCG said that while returning to Buliluyan Port, BRP Malapascua encountered CCGV 5201 near Ayungin Shoal and shadowed BRP Malapascua from about 1,600 yards away and approached to within 1.2 nautical miles of the grounded BRP Sierra Madre.

PCG adviser Commodore Jay Tarriela mentioned that the Chinese vessels may be more cautious now due to increased scrutiny of their activities.",[],
